osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_hombres,tasa_desocupacion_mujeres,tasa_subocupacion_horaria,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_en_ciudad,porc_superficie_en_ciudad,razon_varones_por_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_poblacion_nacida_en_ciudad,Tasa global de fecundidad (hijos/as por mujer)1 ,Tasa de mortalidad infantil (por mil nacidos/as vivos/as) 1 ,Tasa bruta de natalidad (por mil) (2023) ,Tasa bruta de mortalidad (por mil) (2023) ,tasa_crecimiento_vegetativo_2023_por_mil,porc_mujeres_14mas_sin_hijos,porc_mujeres_14mas_con_1o2_hijos,Porcentaje de mujeres de 14 años y más que tuvieron más de 2 hijos/as,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_14mas_unida,porc_hogares_familiares,porc_hogares_no_familiares,_name_norm,chain_count,is_chain,regex_label,manual_label,unified_label
node,9096648447,amenity,bar,Mala Santa,-34.5595961,-58.4434961,Migueletes,1717,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,mala santa,1,False,Religioso / devocional,,Religioso / devocional
node,9193819717,amenity,restaurant,Sacro,-34.5790226,-58.4393884,Costa Rica,6038,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,sacro,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,9604056982,amenity,pub,Temple,-34.5589307,-58.448838,,,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,temple,7,True,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,10172642823,amenity,pub,Temple,-34.591048,-58.406131,,,,,,,"Mo-Th,Su 12:00-01:00; Fr-Sa 12:00-03:00",,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,temple,7,True,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,10604507731,amenity,cafe,La Pilarica,-34.6428693,-58.5246381,,,,,,,,,LINIERS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,la pilarica,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,10772051340,amenity,cafe,Lourdes,-34.5814264,-58.380686,Pasaje Atacama,804,,,,sandwich;coffee_shop;cake,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,lourdes,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,10817175805,amenity,bar,Temple,-34.6050592,-58.3896712,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,temple,7,True,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,11131500547,amenity,cafe,Rita,-34.5522498,-58.4683911,Amenábar,3361,,,,,08:30-20:00,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,rita,4,False,Religioso / devocional,,Religioso / devocional
node,11292011469,amenity,restaurant,Cucina de Santo,-34.6031532,-58.3850492,Talcahuano,475,,,,italian,Mo-Fr 12:00-16:00,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,cucina de santo,1,False,Religioso / devocional,,Religioso / devocional
node,11308578352,amenity,restaurant,San Marino,-34.604649,-58.4242465,,,,,,coffee_shop;pasta,Mo-Sa 06:00-17:00,,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,san marino,1,False,Religioso / devocional,,Religioso / devocional
node,11339163120,amenity,cafe,San Cayetano,-34.6498202,-58.5150117,,,,,,,,,LINIERS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,san cayetano,8,True,Religioso / devocional,,Religioso / devocional
node,11503803691,amenity,restaurant,San Jorge,-34.6173958,-58.4093075,,,,,,,,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,san jorge,2,False,Religioso / devocional,,Religioso / devocional
node,11524591069,amenity,bar,Temple,-34.5841489,-58.4364031,Honduras,5602,,,,,"Mo-Th,Su 17:00-02:00; Fr-Sa 17:00-04:00",,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,temple,7,True,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,12031997359,amenity,restaurant,4 Angelitos,-34.600975,-58.4402425,,,,,,,,,VILLA CRESPO,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,4 angelitos,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,12387263408,amenity,cafe,Paraiso,-34.5845538,-58.4387941,Bonpland,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,paraiso,1,False,Religioso / devocional,,Religioso / devocional
node,12692172701,amenity,pub,Temple,-34.5886193,-58.3943985,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,temple,7,True,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,12706376108,amenity,bar,Temple,-34.5553687,-58.4547867,,,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,temple,7,True,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,12767038501,amenity,restaurant,Bendito Pizza,-34.6091942,-58.5124668,Simbrón,,,,,pizza,,,VILLA DEVOTO,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,bendito pizza,1,False,Religioso / devocional,,Religioso / devocional
node,13246498701,amenity,restaurant,Relicioso,-34.6074029,-58.3893072,Montevideo,134,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,relicioso,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,13254409702,amenity,cafe,Zion,-34.5869073,-58.4077265,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,zion,2,False,Religioso / devocional,,Religioso / devocional
node,1269223103,shop,bakery,San Rafael,-34.5580002,-58.4497307,Juramento,1684,,,,,07:00-21:00,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,san rafael,1,False,Religioso / devocional,,Religioso / devocional
node,1402327980,shop,bakery,La Milagrosa,-34.6224733,-58.4410062,,,,,,,Mo-Su 07:00-21:00,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,la milagrosa,1,False,Religioso / devocional,,Religioso / devocional
node,1678902590,shop,bakery,Stella Maris,-34.6120991,-58.4408246,,,,,,,,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,stella maris,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,2123850888,shop,bakery,San Cristóbal,-34.5597683,-58.4550297,Mendoza,2150,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,san cristobal,1,False,Religioso / devocional,,Religioso / devocional
node,2533704011,shop,bakery,San Francisco,-34.5531823,-58.4650893,,,,,,,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,san francisco,3,False,Religioso / devocional,,Religioso / devocional
node,2604948470,shop,books,Editorial Peniel,-34.6115179,-58.4183935,,,,,,,,,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,editorial peniel,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,2625794368,shop,bakery,La Piedad,-34.6076351,-58.3748809,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,la piedad,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,3060448833,shop,bakery,Guadalupe,-34.5899939,-58.4150072,República Dominicana,3502,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,guadalupe,1,False,Religioso / devocional,,Religioso / devocional
node,3173862994,shop,bakery,María de Bambi,-34.5942018,-58.3803653,,,,,,,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,maria de bambi,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,3611214341,shop,bakery,Panadería La Milagrosa,-34.6366891,-58.4024027,,,,,,,,,PARQUE PATRICIOS,4.0,573468.0,32.2,40.7,59.9,54.3,"9,3a","7,6a","11,3a","11,9a",21.1,32.5,"241,096",22.7,10621.0,7.8,11.0,92.7,35.0,24.3,62.3,13.4,64.3,1.3,5.7,8.5,8.3,0.2,29.5,41.5,29.0,2.6,31.3,43.1,68.3,31.7,panaderia la milagrosa,1,False,Religioso / devocional,,Religioso / devocional
node,3884605742,shop,bakery,San Cayetano,-34.6317886,-58.5250656,,,,,,,"Mo-Su,PH 07:00-21:00",,VERSALLES,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,13560.0,5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8,san cayetano,8,True,Religioso / devocional,,Religioso / devocional
node,4309172337,shop,deli,Estancia San Francisco,-34.6129851,-58.4205162,,,,,,,,,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,estancia san francisco,1,False,Religioso / devocional,,Religioso / devocional
node,4318837522,shop,bakery,San Cayetano,-34.6272605,-58.4600931,,,,,,,,,FLORES,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,19583.0,7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2,san cayetano,8,True,Religioso / devocional,,Religioso / devocional
node,4591595904,shop,books,Librería Santa Fe,-34.5707,-58.4430038,Avenida Cabildo,605,,,https://www.lsf.com.ar/,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,libreria santa fe,1,False,Religioso / devocional,,Religioso / devocional
node,4601941745,shop,bakery,Santa Clara,-34.5443989,-58.4611842,,,,,,,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,santa clara,1,False,Religioso / devocional,,Religioso / devocional
node,4604226681,shop,bakery,Belén,-34.6546829,-58.3998826,,,,,,,,,BARRACAS,4.0,573468.0,32.2,40.7,59.9,54.3,"9,3a","7,6a","11,3a","11,9a",21.1,32.5,"241,096",22.7,10621.0,7.8,11.0,92.7,35.0,24.3,62.3,13.4,64.3,1.3,5.7,8.5,8.3,0.2,29.5,41.5,29.0,2.6,31.3,43.1,68.3,31.7,belen,1,False,Religioso / devocional,,Religioso / devocional
node,4653448446,shop,bakery,La Guadalupe,-34.5779079,-58.4886181,Avenida Olazábal,,,,,,,,VILLA URQUIZA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,la guadalupe,1,False,Religioso / devocional,,Religioso / devocional
node,4658080737,shop,deli,San Benedetto 2,-34.6147519,-58.4789743,Avenida Nazca,,,,,,,,VILLA SANTA RITA,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,san benedetto 2,1,False,Religioso / devocional,,Religioso / devocional
node,4660242559,shop,deli,San Jorge,-34.6067364,-58.5059271,Tinogasta,,,,,,,,VILLA DEVOTO,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,san jorge,2,False,Religioso / devocional,,Religioso / devocional
node,4661175397,shop,deli,San Benedetto,-34.6102069,-58.482165,Avenida Nazca,,,,,,,,VILLA SANTA RITA,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,san benedetto,1,False,Religioso / devocional,,Religioso / devocional
node,4672944838,shop,books,Librería Marista,-34.6065404,-58.3923389,Avenida Callao,,,,,,,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,libreria marista,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,4676986600,shop,bakery,Santa Maria,-34.615649,-58.3716671,,,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,santa maria,3,False,Religioso / devocional,,Religioso / devocional
node,4677423851,shop,bakery,Santa Maria,-34.6184605,-58.3744792,,,,,,,,,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,santa maria,3,False,Religioso / devocional,,Religioso / devocional
node,4698076624,shop,deli,Granja San Jose,-34.6650662,-58.4910549,Murguiondo,,,,,,,,MATADEROS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,granja san jose,1,False,Religioso / devocional,,Religioso / devocional
node,4698094012,shop,deli,Santa Rosa,-34.6720438,-58.4891606,Luis A. de Herrera,,,,,,,,VILLA LUGANO,8.0,401724.0,37.9,46.1,55.0,49.5,"10,0a","8,5a","11,8a",12.3,23.6,41.0,"230,623",22.5,10250.0,7.5,10.9,93.5,31.8,28.9,60.3,10.8,73.9,1.3,7.2,9.2,6.3,2.9,27.6,42.6,29.8,3.5,13.2,49.0,86.4,13.6,santa rosa,1,False,Religioso / devocional,,Religioso / devocional
node,4701797415,shop,bakery,San Ceferino,-34.6251456,-58.4672709,Avenida Avellaneda,,,,,,,,FLORES,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,19583.0,7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2,san ceferino,2,False,Religioso / devocional,,Religioso / devocional
node,4708763306,shop,bakery,San Ceferino,-34.6247761,-58.423777,Avenida Carlos Calvo,,,,,,Mo-Sa 07:00-21:00; Su 07:00-14:00,,BOEDO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,san ceferino,2,False,Religioso / devocional,,Religioso / devocional
node,4746260866,shop,bakery,San Francisco,-34.6398673,-58.5211006,Lisandro de la Torre,70,,,,,,,LINIERS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,san francisco,3,False,Religioso / devocional,,Religioso / devocional
node,4923221123,shop,bakery,San José de Liniers,-34.6382218,-58.526842,,,,,,,,,LINIERS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,san jose de liniers,1,False,Religioso / devocional,,Religioso / devocional
node,4935690921,shop,bakery,San Carmelo,-34.6001495,-58.4425089,Padilla,668,,,,,,,VILLA CRESPO,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,san carmelo,1,False,Religioso / devocional,,Religioso / devocional
node,4986870553,shop,books,Librería San Luis,-34.5774315,-58.4817819,Avenida Triunvirato,4312,,,https://libreriasanluis.com.ar/,,Mo-Fr 08:30-19:30; Sa 08:30-13:00,,VILLA URQUIZA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,libreria san luis,1,False,Religioso / devocional,,Religioso / devocional
node,5624972960,shop,books,Libros El Arca de Noé,-34.572454,-58.4408994,Jorge Newbery,2420,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,libros el arca de noe,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,5631245883,shop,bakery,San Patricio,-34.5719736,-58.4731963,Juramento,4102,,,,,Mo-Su 07:00-20:00,,VILLA URQUIZA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,san patricio,1,False,Religioso / devocional,,Religioso / devocional
node,6005803977,shop,bakery,Santa María,-34.6013233,-58.4391586,,,,,,,,,VILLA CRESPO,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,santa maria,3,False,Religioso / devocional,,Religioso / devocional
